@relation coletas

@attribute lotacao numeric
@attribute total_segundos numeric
@attribute temp_aparente numeric
@attribute precipitacao numeric
@attribute class {vazio,normal,lotado,superlotado}

@data
7,41478,26.19,0.1448,lotado
7,41479,26.19,0.1448,lotado
7,41480,26.19,0.1448,lotado
7,41481,26.19,0.1448,lotado
7,41482,26.19,0.1448,lotado
7,41483,26.19,0.1448,lotado
10,41484,26.19,0.1448,lotado
12,41485,26.19,0.1448,lotado
13,41486,26.19,0.1448,lotado
13,41487,26.19,0.1448,lotado
13,41488,26.19,0.1448,lotado
13,41489,26.19,0.1448,lotado
14,41490,26.19,0.1448,lotado
14,41491,26.19,0.1448,lotado
14,41492,26.19,0.1448,lotado
14,41493,26.19,0.1448,lotado
11,41494,26.19,0.1448,lotado
10,41495,26.19,0.1448,lotado
9,41496,26.19,0.1448,lotado
9,41497,26.19,0.1448,lotado
9,41498,26.19,0.1448,lotado
11,41499,26.19,0.1448,lotado
10,41500,26.19,0.1448,lotado
10,41501,26.19,0.1448,lotado
10,41502,26.19,0.1448,lotado
10,41503,26.19,0.1448,lotado
10,41504,26.19,0.1448,lotado
9,41505,26.19,0.1448,lotado
9,41506,26.19,0.1448,lotado
9,41507,26.19,0.1448,lotado
9,41508,26.19,0.1448,lotado
7,41509,26.19,0.1448,lotado
8,41510,26.19,0.1448,lotado
9,41511,26.19,0.1448,lotado
9,41512,26.19,0.1448,lotado
9,41513,26.19,0.1448,lotado
9,41514,26.19,0.1448,lotado
9,41515,26.19,0.1448,lotado
9,41516,26.19,0.1448,lotado
9,41517,26.19,0.1448,lotado
9,41518,26.19,0.1448,lotado
9,41519,26.19,0.1448,lotado
9,41520,26.19,0.1448,lotado
8,41521,26.19,0.1448,lotado
8,41522,26.19,0.1448,lotado
8,41523,26.19,0.1448,lotado
9,41524,26.19,0.1448,lotado
10,41525,26.19,0.1448,lotado
11,41526,26.19,0.1448,lotado
11,41527,26.19,0.1448,lotado
11,41528,26.19,0.1448,lotado
10,41529,26.19,0.1448,lotado
10,41530,26.19,0.1448,lotado
10,41531,26.19,0.1448,lotado
13,41532,26.19,0.1448,lotado
12,41533,26.19,0.1448,lotado
12,41534,26.19,0.1448,lotado
11,41535,26.19,0.1448,lotado
10,41536,26.19,0.1448,lotado
10,41537,26.21,0.1448,lotado
11,41538,26.21,0.1448,lotado
11,41539,26.21,0.1448,lotado
11,41540,26.21,0.1448,lotado
11,41541,26.21,0.1448,lotado
8,41542,26.21,0.1448,lotado
9,41543,26.21,0.1448,lotado
13,41544,26.21,0.1448,lotado
16,41545,26.21,0.1448,lotado
16,41546,26.21,0.1448,lotado
16,41547,26.21,0.1448,lotado
15,41548,26.21,0.1448,lotado
15,41549,26.21,0.1448,lotado
18,41550,26.21,0.1448,lotado
18,41551,26.21,0.1448,lotado
18,41552,26.21,0.1448,lotado
17,41553,26.21,0.1448,lotado
13,41554,26.21,0.1448,lotado
10,41555,26.21,0.1448,lotado
10,41556,26.21,0.1448,lotado
11,41557,26.21,0.1448,lotado
11,41558,26.21,0.1448,lotado
11,41559,26.21,0.1448,lotado
9,41560,26.21,0.1448,lotado
9,41561,26.21,0.1448,lotado
11,41562,26.21,0.1448,lotado
11,41563,26.21,0.1448,lotado
11,41564,26.21,0.1448,lotado
11,41565,26.21,0.1448,lotado
11,41566,26.21,0.1448,lotado
10,41567,26.21,0.1448,lotado
13,41568,26.21,0.1448,lotado
14,41569,26.21,0.1448,lotado
15,41570,26.21,0.1448,lotado
15,41571,26.21,0.1448,lotado
13,41572,26.21,0.1448,lotado
13,41573,26.21,0.1448,lotado
13,41574,26.21,0.1448,lotado
14,41575,26.21,0.1448,lotado
15,41576,26.21,0.1448,lotado
15,41577,26.21,0.1448,lotado
13,41578,26.21,0.1448,lotado
13,41579,26.21,0.1448,lotado
13,41580,26.21,0.1448,lotado
14,41581,26.21,0.1448,lotado
14,41582,26.21,0.1448,lotado
14,41583,26.21,0.1448,lotado
14,41584,26.21,0.1448,lotado
13,41585,26.21,0.1448,lotado
12,41586,26.21,0.1448,lotado
13,41587,26.21,0.1448,lotado
12,41588,26.21,0.1448,lotado
12,41589,26.21,0.1448,lotado
11,41590,26.21,0.1448,lotado
11,41591,26.21,0.1448,lotado
12,41592,26.21,0.1448,lotado
12,41593,26.21,0.1448,lotado
12,41594,26.21,0.1448,lotado
13,41595,26.21,0.1448,lotado
14,41596,26.21,0.1448,lotado
13,41597,26.22,0.1448,lotado
20,41598,26.22,0.1448,lotado
20,41599,26.22,0.1448,lotado
20,41600,26.22,0.1448,lotado
21,41601,26.22,0.1448,lotado
22,41602,26.22,0.1448,lotado
22,41603,26.22,0.1448,lotado
24,41604,26.22,0.1448,lotado
24,41605,26.22,0.1448,lotado
23,41606,26.22,0.1448,lotado
22,41607,26.22,0.1448,lotado
14,41608,26.22,0.1448,lotado
14,41609,26.22,0.1448,lotado
22,41610,26.22,0.1448,lotado
21,41611,26.22,0.1448,lotado
20,41612,26.22,0.1448,lotado
20,41613,26.22,0.1448,lotado
17,41614,26.22,0.1448,lotado
17,41615,26.22,0.1448,lotado
21,41616,26.22,0.1448,lotado
22,41617,26.22,0.1448,lotado
22,41618,26.22,0.1448,lotado
22,41619,26.22,0.1448,lotado
15,41620,26.22,0.1448,lotado
18,41621,26.22,0.1448,lotado
18,41622,26.22,0.1448,lotado
22,41623,26.22,0.1448,lotado
26,41624,26.22,0.1448,lotado
27,41625,26.22,0.1448,lotado
22,41626,26.22,0.1448,lotado
23,41627,26.22,0.1448,lotado
22,41628,26.22,0.1448,lotado
23,41629,26.22,0.1448,lotado
23,41630,26.22,0.1448,lotado
22,41631,26.22,0.1448,lotado
23,41632,26.22,0.1448,lotado
19,41633,26.22,0.1448,lotado
17,41634,26.22,0.1448,lotado
17,41635,26.22,0.1448,lotado
22,41636,26.22,0.1448,lotado
20,41637,26.22,0.1448,lotado
20,41638,26.22,0.1448,lotado
19,41639,26.22,0.1448,lotado
20,41640,26.22,0.1448,lotado
18,41641,26.22,0.1448,lotado
18,41642,26.22,0.1448,lotado
18,41643,26.22,0.1448,lotado
18,41644,26.22,0.1448,lotado
17,41645,26.22,0.1448,lotado
12,41646,26.22,0.1448,lotado
12,41647,26.22,0.1448,lotado
15,41648,26.22,0.1448,lotado
17,41649,26.22,0.1448,lotado
16,41650,26.22,0.1448,lotado
16,41651,26.22,0.1448,lotado
15,41652,26.22,0.1448,lotado
15,41653,26.22,0.1448,lotado
11,41654,26.22,0.1448,lotado
11,41655,26.22,0.1448,lotado
11,41656,26.22,0.1448,lotado
11,41657,26.24,0.1422,lotado
10,41658,26.24,0.1422,lotado
7,41659,26.24,0.1422,lotado
7,41660,26.24,0.1422,lotado
7,41661,26.24,0.1422,lotado
8,41662,26.24,0.1422,lotado
8,41663,26.24,0.1422,lotado
9,41664,26.24,0.1422,lotado
9,41665,26.24,0.1422,lotado
9,41666,26.24,0.1422,lotado
9,41667,26.24,0.1422,lotado
9,41668,26.24,0.1422,lotado
9,41669,26.24,0.1422,lotado
9,41670,26.24,0.1422,lotado
9,41671,26.24,0.1422,lotado
7,41672,26.24,0.1422,lotado
10,41673,26.24,0.1422,lotado
10,41674,26.24,0.1422,lotado
10,41675,26.24,0.1422,lotado
10,41676,26.24,0.1422,lotado
10,41677,26.24,0.1422,lotado
10,41678,26.24,0.1422,lotado
11,41679,26.24,0.1422,lotado
12,41680,26.24,0.1422,lotado
15,41681,26.24,0.1422,lotado
17,41682,26.24,0.1422,lotado
14,41683,26.24,0.1422,lotado
17,41684,26.24,0.1422,lotado
18,41685,26.24,0.1422,lotado
17,41686,26.24,0.1422,lotado
16,41687,26.24,0.1422,lotado
16,41688,26.24,0.1422,lotado
15,41689,26.24,0.1422,lotado
14,41690,26.24,0.1422,lotado
11,41691,26.24,0.1422,lotado
8,41692,26.24,0.1422,lotado
9,41693,26.24,0.1422,lotado
5,41694,26.24,0.1422,lotado
8,41695,26.24,0.1422,lotado
8,41696,26.24,0.1422,lotado
9,41697,26.24,0.1422,lotado
10,41698,26.24,0.1422,lotado
10,41699,26.24,0.1422,lotado
10,41700,26.24,0.1422,lotado
11,41701,26.24,0.1422,lotado
11,41702,26.24,0.1422,lotado
10,41703,26.24,0.1422,lotado
10,41704,26.24,0.1422,lotado
7,41705,26.24,0.1422,lotado
7,41706,26.24,0.1422,lotado
6,41707,26.24,0.1422,lotado
6,41708,26.24,0.1422,lotado
6,41709,26.24,0.1422,lotado
7,41710,26.24,0.1422,lotado
7,41711,26.24,0.1422,lotado
7,41712,26.24,0.1422,lotado
7,41713,26.24,0.1422,lotado
7,41714,26.24,0.1422,lotado
6,41715,26.24,0.1422,lotado
9,41716,26.24,0.1422,lotado
9,41717,26.26,0.1422,lotado
8,41718,26.26,0.1422,lotado
9,41719,26.26,0.1422,lotado
12,41720,26.26,0.1422,lotado
12,41721,26.26,0.1422,lotado
11,41722,26.26,0.1422,lotado
12,41723,26.26,0.1422,lotado
16,41724,26.26,0.1422,lotado
16,41725,26.26,0.1422,lotado
13,41726,26.26,0.1422,lotado
17,41727,26.26,0.1422,lotado
17,41728,26.26,0.1422,lotado
16,41729,26.26,0.1422,lotado
12,41730,26.26,0.1422,lotado
11,41731,26.26,0.1422,lotado
11,41732,26.26,0.1422,lotado
10,41733,26.26,0.1422,lotado
6,41734,26.26,0.1422,lotado
6,41735,26.26,0.1422,lotado
6,41736,26.26,0.1422,lotado
2,41737,26.26,0.1422,lotado
5,41738,26.26,0.1422,lotado
5,41739,26.26,0.1422,lotado
5,41740,26.26,0.1422,lotado
5,41741,26.26,0.1422,lotado
5,41742,26.26,0.1422,lotado
5,41743,26.26,0.1422,lotado
6,41744,26.26,0.1422,lotado
6,41745,26.26,0.1422,lotado
6,41746,26.26,0.1422,lotado
5,41747,26.26,0.1422,lotado
5,41748,26.26,0.1422,lotado
7,41749,26.26,0.1422,lotado
7,41750,26.26,0.1422,lotado
9,41751,26.26,0.1422,lotado
10,41752,26.26,0.1422,lotado
10,41753,26.26,0.1422,lotado
9,41754,26.26,0.1422,lotado
10,41755,26.26,0.1422,lotado
10,41756,26.26,0.1422,lotado
10,41757,26.26,0.1422,lotado
8,41758,26.26,0.1422,lotado
6,41759,26.26,0.1422,lotado
7,41760,26.26,0.1422,lotado
6,41761,26.26,0.1422,lotado
5,41762,26.26,0.1422,lotado
5,41763,26.26,0.1422,lotado
5,41764,26.26,0.1422,lotado
4,41765,26.26,0.1422,lotado
4,41766,26.26,0.1422,lotado
7,41767,26.26,0.1422,lotado
6,41768,26.26,0.1422,lotado
11,41769,26.26,0.1422,lotado
10,41770,26.26,0.1422,lotado
9,41771,26.26,0.1422,lotado
9,41772,26.26,0.1422,lotado
9,41773,26.26,0.1422,lotado
10,41774,26.26,0.1422,lotado
11,41775,26.26,0.1422,lotado
11,41776,26.26,0.1422,lotado
8,41777,26.27,0.1397,lotado
8,41778,26.27,0.1397,lotado
3,41779,26.27,0.1397,lotado
6,41780,26.27,0.1397,lotado
6,41781,26.27,0.1397,lotado
6,41782,26.27,0.1397,lotado
7,41783,26.27,0.1397,lotado
7,41784,26.27,0.1397,lotado
7,41785,26.27,0.1397,lotado
7,41786,26.27,0.1397,lotado
7,41787,26.27,0.1397,lotado
9,41788,26.27,0.1397,lotado
9,41789,26.27,0.1397,lotado
6,41790,26.27,0.1397,lotado
6,41791,26.27,0.1397,lotado
6,41792,26.27,0.1397,lotado
5,41793,26.27,0.1397,lotado
4,41794,26.27,0.1397,lotado
4,41795,26.27,0.1397,lotado
4,41796,26.27,0.1397,lotado
4,41797,26.27,0.1397,lotado
3,41798,26.27,0.1397,lotado
3,41799,26.27,0.1397,lotado
4,41800,26.27,0.1397,lotado
4,41801,26.27,0.1397,lotado
5,41802,26.27,0.1397,lotado
5,41803,26.27,0.1397,lotado
5,41804,26.27,0.1397,lotado
5,41805,26.27,0.1397,lotado
8,41806,26.27,0.1397,lotado
8,41807,26.27,0.1397,lotado
7,41808,26.27,0.1397,lotado
7,41809,26.27,0.1397,lotado
7,41810,26.27,0.1397,lotado
10,41811,26.27,0.1397,lotado
9,41812,26.27,0.1397,lotado
9,41813,26.27,0.1397,lotado
10,41814,26.27,0.1397,lotado
10,41815,26.27,0.1397,lotado
8,41816,26.27,0.1397,lotado
11,41817,26.27,0.1397,lotado
12,41818,26.27,0.1397,lotado
17,41819,26.27,0.1397,lotado
18,41820,26.27,0.1397,lotado
15,41821,26.27,0.1397,lotado
16,41822,26.27,0.1397,lotado
17,41823,26.27,0.1397,lotado
16,41824,26.27,0.1397,lotado
16,41825,26.27,0.1397,lotado
17,41826,26.27,0.1397,lotado
14,41827,26.27,0.1397,lotado
13,41828,26.27,0.1397,lotado
9,41829,26.27,0.1397,lotado
8,41830,26.27,0.1397,lotado
7,41831,26.27,0.1397,lotado
7,41832,26.27,0.1397,lotado
6,41833,26.27,0.1397,lotado
6,41834,26.27,0.1397,lotado
6,41835,26.27,0.1397,lotado
8,41836,26.27,0.1397,lotado
8,41837,26.28,0.1397,lotado
9,41838,26.28,0.1397,lotado
9,41839,26.28,0.1397,lotado
9,41840,26.28,0.1397,lotado
9,41841,26.28,0.1397,lotado
8,41842,26.28,0.1397,lotado
8,41843,26.28,0.1397,lotado
8,41844,26.28,0.1397,lotado
9,41845,26.28,0.1397,lotado
9,41846,26.28,0.1397,lotado
9,41847,26.28,0.1397,lotado
8,41848,26.28,0.1397,lotado
8,41849,26.28,0.1397,lotado
9,41850,26.28,0.1397,lotado
9,41851,26.28,0.1397,lotado
9,41852,26.28,0.1397,lotado
9,41853,26.28,0.1397,lotado
10,41854,26.28,0.1397,lotado
9,41855,26.28,0.1397,lotado
7,41856,26.28,0.1397,lotado
7,41857,26.28,0.1397,lotado
10,41858,26.28,0.1397,lotado
10,41859,26.28,0.1397,lotado
9,41860,26.28,0.1397,lotado
9,41861,26.28,0.1397,lotado
10,41862,26.28,0.1397,lotado
10,41863,26.28,0.1397,lotado
9,41864,26.28,0.1397,lotado
10,41865,26.28,0.1397,lotado
10,41866,26.28,0.1397,lotado
10,41867,26.28,0.1397,lotado
7,41868,26.28,0.1397,lotado
7,41869,26.28,0.1397,lotado
9,41870,26.28,0.1397,lotado
9,41871,26.28,0.1397,lotado
9,41872,26.28,0.1397,lotado
9,41873,26.28,0.1397,lotado
11,41874,26.28,0.1397,lotado
10,41875,26.28,0.1397,lotado
10,41876,26.28,0.1397,lotado
10,41877,26.28,0.1397,lotado
11,41878,26.28,0.1397,lotado
11,41879,26.28,0.1397,lotado
12,41880,26.28,0.1397,lotado
12,41881,26.28,0.1397,lotado
12,41882,26.28,0.1397,lotado
12,41883,26.28,0.1397,lotado
12,41884,26.28,0.1397,lotado
12,41885,26.28,0.1397,lotado
12,41886,26.28,0.1397,lotado
12,41887,26.28,0.1397,lotado
11,41888,26.28,0.1397,lotado
11,41889,26.28,0.1397,lotado
8,41890,26.28,0.1397,lotado
11,41891,26.28,0.1397,lotado
11,41892,26.28,0.1397,lotado
11,41893,26.28,0.1397,lotado
12,41894,26.28,0.1397,lotado
12,41895,26.28,0.1397,lotado
12,41896,26.28,0.1397,lotado
12,41897,26.3,0.1372,lotado
13,41898,26.3,0.1372,lotado
13,41899,26.3,0.1372,lotado
13,41900,26.3,0.1372,lotado
10,41901,26.3,0.1372,lotado
13,41902,26.3,0.1372,lotado
13,41903,26.3,0.1372,lotado
11,41904,26.3,0.1372,lotado
11,41905,26.3,0.1372,lotado
11,41906,26.3,0.1372,lotado
11,41907,26.3,0.1372,lotado
1,48529,28.59,0.094,normal
2,48530,28.59,0.094,normal
3,48531,28.59,0.094,normal
3,48532,28.59,0.094,normal
3,48533,28.59,0.094,normal
4,48534,28.59,0.094,normal
4,48535,28.59,0.094,normal
4,48536,28.59,0.094,normal
4,48537,28.59,0.094,normal
4,48538,28.59,0.094,normal
3,48539,28.59,0.094,normal
3,48540,28.59,0.094,normal
3,48541,28.59,0.094,normal
4,48542,28.59,0.094,normal
4,48543,28.59,0.094,normal
4,48544,28.59,0.094,normal
4,48545,28.59,0.094,normal
6,48546,28.59,0.094,normal
6,48547,28.59,0.094,normal
6,48548,28.59,0.094,normal
6,48549,28.59,0.094,normal
6,48550,28.59,0.094,normal
6,48551,28.59,0.094,normal
6,48552,28.59,0.094,normal
6,48553,28.59,0.094,normal
6,48554,28.59,0.094,normal
6,48555,28.59,0.094,normal
6,48556,28.59,0.094,normal
6,48557,28.59,0.094,normal
6,48558,28.59,0.094,normal
6,48559,28.59,0.094,normal
6,48560,28.59,0.094,normal
7,48561,28.59,0.094,normal
6,48562,28.59,0.094,normal
7,48563,28.59,0.094,normal
8,48564,28.59,0.094,normal
8,48565,28.59,0.094,normal
8,48566,28.59,0.094,normal
10,48567,28.59,0.094,normal
10,48568,28.59,0.0914,normal
11,48569,28.59,0.0914,normal
11,48570,28.59,0.0914,normal
11,48571,28.59,0.0914,normal
11,48572,28.59,0.0914,normal
11,48573,28.59,0.0914,normal
11,48574,28.59,0.0914,normal
11,48575,28.59,0.0914,normal
10,48576,28.59,0.0914,normal
8,48577,28.59,0.0914,normal
8,48578,28.59,0.0914,normal
8,48579,28.59,0.0914,normal
8,48580,28.59,0.0914,normal
8,48581,28.59,0.0914,normal
8,48582,28.59,0.0914,normal
8,48583,28.59,0.0914,normal
8,48584,28.59,0.0914,normal
11,48585,28.59,0.0914,normal
11,48586,28.59,0.0914,normal
11,48587,28.59,0.0914,normal
11,48588,28.59,0.0914,normal
11,48589,28.59,0.0914,normal
12,48590,28.59,0.0914,normal
13,48591,28.59,0.0914,normal
13,48592,28.59,0.0914,normal
13,48593,28.59,0.0914,normal
13,48594,28.59,0.0914,normal
11,48595,28.59,0.0914,normal
11,48596,28.59,0.0914,normal
11,48597,28.59,0.0914,normal
11,48598,28.59,0.0914,normal
11,48599,28.59,0.0914,normal
10,48600,28.59,0.0914,normal
9,48601,28.59,0.0914,normal
9,48602,28.59,0.0914,normal
9,48603,28.59,0.0914,normal
9,48604,28.59,0.0914,normal
9,48605,28.59,0.0914,normal
9,48606,28.59,0.0914,normal
9,48607,28.59,0.0914,normal
9,48608,28.59,0.0914,normal
9,48609,28.59,0.0914,normal
9,48610,28.59,0.0914,normal
9,48611,28.59,0.0914,normal
9,48612,28.59,0.0914,normal
10,48613,28.59,0.0914,normal
10,48614,28.59,0.0914,normal
10,48615,28.59,0.0914,normal
10,48616,28.59,0.0914,normal
10,48617,28.59,0.0914,normal
10,48618,28.59,0.0914,normal
10,48619,28.59,0.0914,normal
10,48620,28.59,0.0914,normal
10,48621,28.59,0.0914,normal
10,48622,28.59,0.0914,normal
10,48623,28.59,0.0914,normal
10,48624,28.59,0.0914,normal
10,48625,28.59,0.0914,normal
10,48626,28.59,0.0914,normal
10,48627,28.59,0.0914,normal
10,48628,28.58,0.0914,normal
10,48629,28.58,0.0914,normal
10,48630,28.58,0.0914,normal
10,48631,28.58,0.0914,normal
10,48632,28.58,0.0914,normal
12,48633,28.58,0.0914,normal
13,48634,28.58,0.0914,normal
13,48635,28.58,0.0914,normal
13,48636,28.58,0.0914,normal
13,48637,28.58,0.0914,normal
13,48638,28.58,0.0914,normal
13,48639,28.58,0.0914,normal
13,48640,28.58,0.0914,normal
13,48641,28.58,0.0914,normal
13,48642,28.58,0.0914,normal
11,48643,28.58,0.0914,normal
11,48644,28.58,0.0914,normal
12,48645,28.58,0.0914,normal
13,48646,28.58,0.0914,normal
14,48647,28.58,0.0914,normal
14,48648,28.58,0.0914,normal
15,48649,28.58,0.0914,normal
17,48650,28.58,0.0914,normal
18,48651,28.58,0.0914,normal
19,48652,28.58,0.0914,normal
19,48653,28.58,0.0914,normal
16,48654,28.58,0.0914,normal
15,48655,28.58,0.0914,normal
14,48656,28.58,0.0914,normal
13,48657,28.58,0.0914,normal
13,48658,28.58,0.0914,normal
12,48659,28.58,0.0914,normal
10,48660,28.58,0.0914,normal
9,48661,28.58,0.0914,normal
8,48662,28.58,0.0914,normal
8,48663,28.58,0.0914,normal
8,48664,28.58,0.0914,normal
8,48665,28.58,0.0914,normal
8,48666,28.58,0.0914,normal
8,48667,28.58,0.0914,normal
8,48668,28.58,0.0914,normal
8,48669,28.58,0.0914,normal
8,48670,28.58,0.0914,normal
8,48671,28.58,0.0914,normal
10,48672,28.58,0.0914,normal
10,48673,28.58,0.0914,normal
10,48674,28.58,0.0914,normal
11,48675,28.58,0.0914,normal
10,48676,28.58,0.0914,normal
10,48677,28.58,0.0914,normal
10,48678,28.58,0.0914,normal
10,48679,28.58,0.0914,normal
11,48680,28.58,0.0914,normal
12,48681,28.58,0.0914,normal
10,48682,28.58,0.0914,normal
10,48683,28.58,0.0914,normal
11,48684,28.58,0.0914,normal
10,48685,28.58,0.0914,normal
10,48686,28.58,0.0914,normal
11,48687,28.58,0.0914,normal
11,48688,28.58,0.0914,normal
11,48689,28.58,0.0914,normal
10,48690,28.58,0.0914,normal
10,48691,28.58,0.0914,normal
10,48692,28.58,0.0914,normal
10,48693,28.58,0.0914,normal
9,48694,28.58,0.0914,normal
9,48695,28.58,0.0914,normal
9,48696,28.58,0.0914,normal
8,48697,28.58,0.0914,normal
11,48698,28.58,0.0914,normal
11,48699,28.58,0.0914,normal
11,48700,28.58,0.0914,normal
12,48701,28.58,0.0914,normal
12,48702,28.58,0.0914,normal
12,48703,28.58,0.0914,normal
12,48704,28.58,0.0914,normal
12,48705,28.58,0.0914,normal
12,48706,28.58,0.0914,normal
13,48707,28.58,0.0914,normal
10,48708,28.58,0.0914,normal
11,48709,28.58,0.0914,normal
11,48710,28.58,0.0914,normal
13,48711,28.58,0.0914,normal
13,48712,28.58,0.0914,normal
13,48713,28.58,0.0914,normal
13,48714,28.58,0.0914,normal
14,48715,28.58,0.0914,normal
13,48716,28.58,0.0914,normal
13,48717,28.58,0.0914,normal
13,48718,28.58,0.0914,normal
12,48719,28.58,0.0914,normal
14,48720,28.58,0.0914,normal
14,48721,28.58,0.0914,normal
14,48722,28.58,0.0914,normal
14,48723,28.58,0.0914,normal
13,48724,28.58,0.0914,normal
13,48725,28.58,0.0914,normal
14,48726,28.58,0.0914,normal
14,48727,28.58,0.0914,normal
14,48728,28.58,0.0914,normal
14,48729,28.58,0.0914,normal
14,48730,28.58,0.0914,normal
13,48731,28.58,0.0914,normal
14,48732,28.58,0.0914,normal
14,48733,28.58,0.0914,normal
15,48734,28.58,0.0914,normal
15,48735,28.58,0.0914,normal
15,48736,28.58,0.0914,normal
15,48737,28.58,0.0914,normal
15,48738,28.58,0.0914,normal
16,48739,28.58,0.0914,normal
15,48740,28.58,0.0914,normal
14,48741,28.58,0.0914,normal
14,48742,28.58,0.0914,normal
14,48743,28.58,0.0914,normal
12,48744,28.58,0.0914,normal
11,48745,28.58,0.0914,normal
11,48746,28.58,0.0914,normal
11,48747,28.58,0.0914,normal
11,48748,28.58,0.0914,normal
12,48749,28.58,0.0914,normal
11,48750,28.58,0.0914,normal
11,48751,28.58,0.0914,normal
10,48752,28.58,0.0914,normal
9,48753,28.58,0.0914,normal
10,48754,28.58,0.0914,normal
10,48755,28.58,0.0914,normal
9,48756,28.58,0.0914,normal
9,48757,28.58,0.0914,normal
8,48758,28.58,0.0914,normal
9,48759,28.58,0.0914,normal
11,48760,28.58,0.0914,normal
11,48761,28.58,0.0914,normal
11,48762,28.58,0.0914,normal
11,48763,28.58,0.0914,normal
10,48764,28.58,0.0914,normal
10,48765,28.58,0.0914,normal
10,48766,28.58,0.0914,normal
10,48767,28.58,0.0914,normal
11,48768,28.58,0.0914,normal
9,48769,28.58,0.0914,normal
7,48770,28.58,0.0914,normal
10,48771,28.58,0.0914,normal
10,48772,28.58,0.0914,normal
10,48773,28.58,0.0914,normal
10,48774,28.58,0.0914,normal
12,48775,28.58,0.0914,normal
12,48776,28.58,0.0914,normal
12,48777,28.58,0.0914,normal
11,48778,28.58,0.0914,normal
11,48779,28.58,0.0914,normal
11,48780,28.58,0.0914,normal
8,48781,28.58,0.0914,normal
8,48782,28.58,0.0914,normal
11,48783,28.58,0.0914,normal
11,48784,28.58,0.0914,normal
10,48785,28.58,0.0914,normal
10,48786,28.58,0.0914,normal
10,48787,28.58,0.0914,normal
10,48788,28.58,0.0914,normal
10,48789,28.58,0.0914,normal
10,48790,28.58,0.0914,normal
10,48791,28.58,0.0914,normal
10,48792,28.58,0.0914,normal
8,48793,28.58,0.0914,normal
8,48794,28.58,0.0914,normal
8,48795,28.58,0.0914,normal
9,48796,28.58,0.0914,normal
8,48797,28.58,0.0914,normal
8,48798,28.58,0.0914,normal
8,48799,28.58,0.0914,normal
8,48800,28.58,0.0914,normal
8,48801,28.58,0.0914,normal
8,48802,28.58,0.0914,normal
8,48803,28.58,0.0914,normal
7,48804,28.58,0.0914,normal
7,48805,28.58,0.0914,normal
6,48806,28.58,0.0914,normal
8,48807,28.58,0.0914,normal
8,48808,28.58,0.0914,normal
8,48809,28.58,0.0914,normal
8,48810,28.58,0.0914,normal
8,48811,28.58,0.0914,normal
9,48812,28.58,0.0914,normal
9,48813,28.58,0.0914,normal
9,48814,28.58,0.0914,normal
9,48815,28.58,0.0914,normal
9,48816,28.58,0.0914,normal
7,48817,28.58,0.0914,normal
7,48818,28.58,0.0914,normal
7,48819,28.58,0.0914,normal
8,48820,28.58,0.0914,normal
8,48821,28.58,0.0914,normal
8,48822,28.58,0.0914,normal
8,48823,28.58,0.0914,normal
8,48824,28.58,0.0914,normal
8,48825,28.58,0.0914,normal
8,48826,28.58,0.0914,normal
8,48827,28.58,0.0914,normal
8,48828,28.58,0.0914,normal
9,48829,28.58,0.0914,normal
8,48830,28.58,0.0914,normal
8,48831,28.58,0.0914,normal
8,48832,28.58,0.0914,normal
8,48833,28.58,0.0914,normal
8,48834,28.58,0.0914,normal
8,48835,28.58,0.0914,normal
8,48836,28.58,0.0914,normal
8,48837,28.58,0.0914,normal
8,48838,28.58,0.0914,normal
8,48839,28.58,0.0914,normal
8,48840,28.58,0.0914,normal
8,48841,28.58,0.0914,normal
8,48842,28.58,0.0914,normal
8,48843,28.58,0.0914,normal
8,48844,28.58,0.0914,normal
8,48845,28.58,0.0914,normal
8,48846,28.58,0.0914,normal
8,48847,28.58,0.0914,normal
8,48848,28.58,0.0914,normal
8,48849,28.58,0.0914,normal
8,48850,28.58,0.0914,normal
8,48851,28.58,0.0914,normal
8,48852,28.58,0.0914,normal
8,48853,28.58,0.0914,normal
10,48854,28.58,0.0914,normal
10,48855,28.58,0.0914,normal
10,48856,28.58,0.0914,normal
10,48857,28.58,0.0914,normal
10,48858,28.58,0.0914,normal
11,48859,28.58,0.0914,normal
11,48860,28.58,0.0914,normal
11,48861,28.58,0.0914,normal
11,48862,28.58,0.0914,normal
11,48863,28.58,0.0914,normal
10,48864,28.58,0.0914,normal
10,48865,28.58,0.0914,normal
10,48866,28.58,0.0914,normal
9,48867,28.58,0.0914,normal
9,48868,28.57,0.0889,normal
9,48869,28.57,0.0889,normal
9,48870,28.57,0.0889,normal
9,48871,28.57,0.0889,normal
9,48872,28.57,0.0889,normal
9,48873,28.57,0.0889,normal
8,48874,28.57,0.0889,normal
8,48875,28.57,0.0889,normal
8,48876,28.57,0.0889,normal
8,48877,28.57,0.0889,normal
8,48878,28.57,0.0889,normal
8,48879,28.57,0.0889,normal
8,48880,28.57,0.0889,normal
8,48881,28.57,0.0889,normal
7,48882,28.57,0.0889,normal
7,48883,28.57,0.0889,normal
7,48884,28.57,0.0889,normal
7,48885,28.57,0.0889,normal
7,48886,28.57,0.0889,normal
7,48887,28.57,0.0889,normal
7,48888,28.57,0.0889,normal
7,48889,28.57,0.0889,normal
8,48890,28.57,0.0889,normal
8,48891,28.57,0.0889,normal
8,48892,28.57,0.0889,normal
8,48893,28.57,0.0889,normal
